Date,Stock Ticker,Open Price,Close Price,High Price,Low Price,Trading Volume,Sentiment Score,Mentions Volume,News Sentiment,Volatility Index,5d MA,10d MA,20d MA,MACD,RSI,Momentum,Beta,Alpha,Sharpe Ratio,Day Return %,Week Return %,Month Return %,Sector
2020-03-01,GOOGL,178.62,454.03,1220.31,113.66,7973648,0.388,308,0.425,29.32,379.07,722.85,761.34,-3.76,62.17,-0.95,1.38,-0.0492,2.49,-2.69,0.65,-11.18,Consumer
2020-03-01,MSFT,224.92,367.13,808.77,997.86,55230134,0.205,7648,0.823,47.78,1324.34,1262.5,706.96,1.31,87.21,-7.39,0.73,0.0195,2.39,0.18,-3.43,-15.87,Consumer
2020-03-01,NFLX,718.13,315.11,219.28,1172.21,22377600,-0.631,8724,0.77,25.74,147.6,311.53,1191.98,2.83,93.44,-2.18,1.66,0.0226,2.53,-3.91,6.38,4.76,Tech
2020-03-01,NVDA,349.18,1247.28,237.14,1230.05,98081658,-0.454,2756,-0.437,38.32,650.2,261.2,438.35,-2.69,99.38,1.79,2.0,0.0041,0.81,-2.7,8.55,9.1,Finance
2020-03-01,META,578.19,464.28,828.45,765.59,81732913,-0.182,5950,0.287,12.8,166.17,734.18,187.85,1.99,76.3,-2.75,1.21,0.0316,1.1,0.65,9.72,-7.72,Tech
2020-03-01,AMD,779.96,1394.33,1408.03,347.78,40854065,0.398,2536,-0.213,47.15,1390.11,587.37,353.88,-4.34,7.5,8.49,1.08,-0.0298,0.7,0.08,-3.27,1.51,Consumer
2020-03-01,INTC,1051.07,1456.39,497.11,1118.98,10821646,0.277,5493,0.051,23.78,109.02,863.86,1197.39,-0.01,87.15,-4.61,1.33,-0.0091,1.96,3.58,-4.6,5.91,Consumer
2020-03-02,AAPL,107.0,878.33,1310.83,1064.58,40558907,0.064,233,0.109,30.96,269.3,1423.26,1031.72,-1.66,88.56,-6.48,0.75,0.0308,1.37,-3.49,-6.78,-1.47,Healthcare
2020-03-02,TSLA,1209.15,257.35,1157.94,407.09,53873970,0.537,7333,-0.207,15.54,1376.81,1153.29,182.72,1.46,55.73,-5.58,1.96,0.0104,-0.72,-1.3,-9.05,1.65,Healthcare
2020-03-02,AMZN,960.46,593.09,409.33,1359.94,61404265,0.516,738,-0.072,47.82,894.13,1046.23,1017.29,3.89,6.74,-8.33,1.76,0.0494,-0.45,4.24,-6.46,-16.99,Consumer
2020-03-02,GOOGL,168.55,1206.71,102.69,201.34,10974890,0.236,1328,-0.583,36.92,1203.02,653.11,1400.75,-3.75,47.67,-0.95,0.67,-0.0431,-0.23,2.96,-4.31,19.76,Consumer
2020-03-02,MSFT,1316.69,582.72,197.68,1474.9,46046340,0.574,4119,0.215,12.16,73.79,466.67,115.18,-0.5,21.07,7.57,1.92,-0.0256,1.68,0.97,-2.18,-4.85,Finance
2020-03-02,NFLX,1385.26,176.17,1106.32,1297.36,13037458,-0.331,9582,0.518,16.21,657.69,833.38,943.81,-0.77,44.21,-3.89,1.91,-0.0301,-0.56,2.69,-7.81,-11.79,Healthcare
2020-03-02,NVDA,138.56,857.34,339.52,1047.45,22932974,0.762,2296,-0.141,25.99,1477.48,1333.89,599.79,-1.76,72.41,-4.83,0.97,0.0476,1.16,-0.52,6.4,-0.8,Tech
2020-03-02,META,451.47,1275.43,588.34,1411.19,87310603,0.23,9995,0.955,18.67,890.74,1321.28,776.5,-0.2,66.76,6.75,1.43,0.0369,2.36,4.11,2.38,-7.3,Healthcare
2020-03-02,AMD,1218.99,1204.09,777.46,1097.35,75728573,0.645,1075,-0.886,22.19,1282.04,696.0,815.86,3.81,78.0,-3.88,0.67,-0.0367,2.79,1.0,1.25,-4.34,Tech
2020-03-02,INTC,1134.98,303.93,1101.93,326.16,15139454,0.093,6221,0.178,49.9,1447.16,407.02,1168.02,4.74,47.65,-0.46,0.63,-0.0146,0.71,1.96,0.91,2.51,Tech
2020-03-03,AAPL,317.56,1025.51,214.19,691.13,77385361,-0.563,1128,0.167,36.35,1043.31,376.75,857.67,-4.97,51.08,-9.38,1.25,-0.0447,1.13,1.52,-4.2,-8.86,Consumer
2020-03-03,TSLA,353.56,369.73,639.23,153.68,96790064,0.085,625,-0.927,46.89,525.06,99.28,909.97,2.39,93.57,-4.26,0.57,0.0133,2.33,1.73,8.75,6.66,Tech
2020-03-03,AMZN,587.18,366.4,753.36,615.0,32676210,-0.258,2427,-0.551,27.43,497.48,1271.86,532.72,1.15,63.12,-7.39,1.81,-0.0169,2.74,1.41,-5.37,-2.73,Tech
2020-03-03,GOOGL,752.56,1317.4,834.2,1125.32,6646319,0.395,2646,0.811,38.41,153.35,434.02,232.62,4.95,74.75,-7.88,1.89,-0.0242,0.56,-4.26,3.37,-16.63,Tech
2020-03-03,MSFT,946.47,412.02,1236.62,610.34,80291690,-0.048,935,0.089,28.39,670.27,570.55,1039.96,-4.1,66.45,-1.37,0.6,0.0023,0.41,1.04,-4.94,15.48,Healthcare
2020-03-03,NFLX,584.92,431.71,298.93,528.93,41380449,0.672,2583,-0.127,23.13,1377.31,1223.36,50.7,3.11,64.05,-4.45,0.57,0.0296,0.8,2.83,9.79,-0.9,Tech
2020-03-03,NVDA,720.68,50.95,1221.36,913.27,46646575,0.356,2834,-0.169,30.77,743.19,224.03,526.64,4.34,91.35,-6.67,0.83,-0.0096,0.02,-5.0,8.23,16.92,Tech
2020-03-03,META,1133.83,1312.47,1054.67,1314.7,14050513,0.369,9830,0.776,27.09,1370.94,718.79,366.16,4.12,35.65,0.23,1.89,0.0257,2.44,3.92,-4.71,-4.77,Consumer
2020-03-03,AMD,103.19,1199.26,856.01,119.0,99428540,-0.566,7404,-0.266,49.22,1234.86,227.4,613.37,0.61,42.77,5.68,1.65,-0.0054,0.27,4.52,9.75,1.71,Finance
2020-03-03,INTC,416.03,959.63,1064.32,608.93,66520316,0.968,4149,0.718,29.85,1477.07,690.68,501.34,-1.72,37.98,4.7,1.51,-0.0285,0.8,-3.72,2.52,14.94,Consumer
2020-03-04,AAPL,1084.36,1137.89,647.43,279.45,40281720,0.683,9595,-0.382,42.44,1424.16,118.35,1071.11,1.4,76.52,-4.98,1.66,-0.0054,0.28,0.35,4.57,-1.51,Healthcare
2020-03-04,TSLA,1348.05,270.47,250.68,1058.26,58851740,0.578,8423,0.063,36.67,1074.4,800.55,427.3,-1.94,86.84,-4.74,0.8,0.0038,-0.52,-3.89,-4.34,5.33,Healthcare
2020-03-04,AMZN,791.93,714.57,1015.36,203.3,41474647,-0.34,492,-0.712,29.19,1313.27,1203.78,863.09,-0.88,35.75,4.64,0.88,-0.0038,1.43,-2.17,-5.68,-10.12,Healthcare
2020-03-04,GOOGL,821.56,559.27,810.77,1013.97,65817087,0.071,2566,0.65,28.97,1134.71,1030.63,710.87,-0.54,14.23,1.14,0.98,-0.0226,1.35,1.21,7.16,-10.48,Healthcare
2020-03-04,MSFT,205.4,185.98,977.09,464.96,98870138,-0.726,1325,0.472,23.68,1069.92,788.3,1211.53,-1.98,49.41,4.85,1.41,-0.0315,0.18,-1.97,-4.5,1.71,Finance
2020-03-04,NFLX,698.75,754.89,540.1,338.43,35617637,0.077,2805,0.06,14.28,1087.56,1251.7,670.73,-1.58,98.43,-9.97,1.41,0.0447,-0.87,-1.34,8.35,4.53,Consumer
2020-03-04,NVDA,822.3,1385.07,1364.96,1407.71,85721568,-0.708,561,-0.948,40.46,1095.51,380.29,1302.62,-4.93,20.37,-8.26,0.81,-0.0203,2.75,2.46,-2.67,6.23,Finance
2020-03-04,META,401.58,108.09,901.69,76.86,21720649,0.106,4085,-0.037,46.72,600.16,1254.65,50.21,-2.03,45.2,6.04,1.16,0.0205,0.42,0.75,-9.82,10.75,Tech
2020-03-04,AMD,440.4,472.62,173.83,684.78,92346596,0.297,251,-0.55,18.72,664.17,450.73,927.01,-0.28,27.14,7.02,1.54,-0.0159,1.16,0.18,1.84,16.9,Tech
2020-03-04,INTC,597.06,350.93,702.22,81.36,76636438,-0.22,1885,-0.173,47.03,476.4,575.61,64.22,-3.27,92.27,-3.13,0.96,0.047,-0.43,-1.76,-2.93,-10.39,Consumer
2020-03-05,AAPL,79.1,395.31,1146.72,751.21,75494969,-0.003,6342,0.713,19.29,264.98,236.22,1085.2,3.06,55.09,9.17,0.61,0.0488,0.0,2.04,9.52,4.78,Finance
2020-03-05,TSLA,517.01,1367.23,1201.5,776.52,65533117,0.751,8245,0.539,31.2,714.74,197.54,390.64,0.38,57.87,-3.97,0.8,0.0325,0.74,-0.76,-2.27,-2.27,Healthcare
2020-03-05,AMZN,356.6,728.7,767.17,516.41,90835786,-0.783,6456,-0.516,23.74,1354.93,1401.56,600.97,2.94,0.83,7.81,0.75,0.0081,1.25,3.99,-3.71,-16.43,Consumer
2020-03-05,GOOGL,524.87,726.13,1347.38,241.63,74967703,0.583,7410,0.97,14.58,994.33,325.47,601.63,-3.72,65.28,-1.57,1.45,0.0042,2.42,1.02,1.33,-1.86,Tech
2020-03-05,MSFT,223.66,1152.83,438.12,595.76,6405126,-0.658,6945,0.806,12.11,131.46,533.28,1277.31,3.21,30.64,1.24,0.6,-0.0171,0.16,0.38,4.6,11.63,Finance
2020-03-05,NFLX,1341.26,274.01,645.37,1024.78,77465777,-0.927,3560,0.057,24.61,1226.24,817.27,198.03,4.58,51.34,2.87,1.83,-0.0378,2.49,3.03,9.33,-16.84,Healthcare
2020-03-05,NVDA,910.71,756.53,1352.97,1184.47,3219540,-0.629,1936,0.06,11.89,1406.33,554.41,1017.0,-1.48,53.11,-7.34,0.63,-0.0421,0.83,-0.15,-8.61,4.25,Tech
2020-03-05,META,1034.7,673.48,1349.57,819.59,50523859,0.53,9689,0.803,14.17,1252.66,1311.69,1472.82,-2.16,59.22,-9.26,1.4,-0.0035,0.73,-2.21,-1.61,-3.6,Healthcare
2020-03-05,AMD,1194.3,915.52,1044.28,905.26,78798132,-0.19,9367,0.272,15.69,1104.94,1356.04,82.46,1.47,82.35,-1.46,1.89,0.0479,0.59,-3.45,3.27,6.16,Tech
2020-03-05,INTC,772.74,1499.36,1295.52,340.89,68047128,0.745,5843,0.073,10.08,267.67,522.69,1450.55,1.36,29.89,-6.79,0.59,-0.0253,2.54,0.62,-9.9,12.85,Finance
2020-03-06,AAPL,176.03,1165.7,178.72,466.63,10013678,0.049,6378,0.498,16.13,556.05,183.44,76.69,-3.88,25.62,0.98,1.07,-0.0089,0.0,-0.75,-0.22,1.67,Healthcare
2020-03-06,TSLA,828.8,626.91,1304.24,284.75,25899555,-0.955,1593,-0.53,33.09,869.67,354.73,1269.67,4.27,79.58,-0.93,0.99,0.0141,2.43,-1.03,6.13,-7.84,Consumer
2020-03-06,AMZN,900.92,1249.95,514.9,411.48,75688239,0.433,9427,0.757,42.78,161.45,737.87,1443.8,-0.21,71.87,-7.56,1.02,-0.0149,-0.64,-1.51,-8.98,-16.39,Finance
2020-03-06,GOOGL,1130.89,297.53,308.58,376.09,63725006,-0.78,1648,0.063,17.74,204.09,468.3,1489.89,2.64,22.56,3.32,1.4,-0.0496,2.82,1.72,-3.19,-8.45,Finance
2020-03-06,MSFT,675.91,94.17,397.09,803.2,3529195,0.579,9076,0.207,13.23,1404.67,707.53,715.73,-1.41,0.08,-9.59,0.89,-0.0104,1.01,0.19,-1.98,-5.41,Tech
2020-03-06,NFLX,234.99,346.45,656.05,865.9,83421479,-0.664,5263,-0.82,39.18,1068.9,1150.12,1307.09,-2.38,66.59,-7.47,0.54,0.0305,3.0,0.37,4.33,5.65,Healthcare
2020-03-06,NVDA,461.48,543.6,414.23,1420.17,46526759,-0.309,9712,-0.381,10.33,448.88,659.93,227.39,-3.89,15.72,4.0,1.94,0.0444,1.43,-1.92,-4.09,-4.47,Finance
2020-03-06,META,576.47,790.34,514.82,333.58,98284797,0.523,5804,-0.147,39.37,524.67,335.65,666.81,-2.25,95.7,0.56,1.62,-0.0225,-0.53,1.14,-5.07,-3.89,Finance
2020-03-06,AMD,986.58,941.94,245.72,980.43,66401572,0.908,6504,-0.172,15.24,607.42,569.05,496.56,4.93,60.44,-4.36,0.7,0.0422,-0.76,-0.96,-7.69,-8.38,Tech
2020-03-06,INTC,877.63,1370.38,479.46,1235.03,88398465,-0.257,6788,0.557,19.13,158.85,1127.32,623.01,1.58,84.97,-6.4,1.18,0.0367,-0.23,2.69,9.92,-5.48,Healthcare
2020-03-07,AAPL,566.34,789.29,879.81,862.35,19815947,0.659,3751,-0.435,14.8,1121.81,664.89,1067.87,3.03,80.56,2.85,0.59,-0.0093,0.68,0.3,-0.57,-9.36,Healthcare
2020-03-07,TSLA,1480.45,776.85,690.69,419.76,89734073,-0.618,2163,-0.636,19.89,306.41,411.83,176.85,4.59,55.78,-5.89,0.54,-0.0495,1.99,-2.11,-9.04,9.37,Healthcare
2020-03-07,AMZN,928.37,122.85,552.74,430.7,48282563,0.614,2120,0.165,41.93,1217.42,669.75,1497.34,-4.21,43.84,9.69,0.57,0.0345,-1.0,-3.52,-8.47,19.32,Tech
2020-03-07,GOOGL,393.98,100.62,1132.36,106.92,31045974,0.315,4857,0.23,15.3,1276.52,709.47,970.85,-3.35,49.68,7.39,1.63,-0.0213,0.03,2.0,-7.44,9.39,Finance
2020-03-07,MSFT,197.58,849.18,1345.59,492.89,57772816,-0.615,6023,-0.757,49.77,975.73,479.75,1316.6,4.28,80.3,-7.36,1.17,0.0256,1.35,-1.29,-5.77,-17.05,Tech
2020-03-07,NFLX,271.65,685.36,1147.34,1129.68,97828830,-0.395,7453,-0.995,23.08,1166.29,1493.74,1253.06,0.65,64.05,7.18,1.77,0.0072,0.19,-4.34,4.81,5.31,Healthcare
2020-03-07,NVDA,406.64,1266.81,531.4,118.9,27145753,-0.736,9242,0.835,46.88,299.16,1163.06,1160.7,1.35,20.57,-3.1,0.96,-0.0278,0.43,4.15,1.17,8.12,Finance
2020-03-07,META,282.99,282.99,1129.44,367.98,61873947,-0.234,8316,-0.841,17.6,885.11,1054.06,106.87,-0.72,60.94,-0.2,1.66,0.0148,0.2,-1.13,5.53,11.13,Tech
2020-03-07,AMD,320.52,86.21,270.37,1074.04,34767168,-0.593,8309,0.796,17.52,1031.36,1289.56,798.88,3.14,40.47,-7.14,0.62,0.0265,2.81,2.46,-9.6,10.51,Finance
2020-03-07,INTC,463.39,701.11,238.96,1184.84,60138414,0.288,669,-0.202,32.61,1009.26,1016.31,525.82,0.17,6.13,-7.63,1.45,-0.0026,-0.74,-0.41,-4.7,0.34,Finance
2020-03-08,AAPL,301.39,394.34,551.16,710.21,49424164,0.989,5212,0.306,12.02,220.07,1196.92,213.76,3.26,38.13,7.31,1.04,0.0248,2.63,3.91,-1.89,-9.5,Tech
2020-03-08,TSLA,1350.31,121.94,1221.17,1062.21,33063094,-0.976,1455,-0.629,42.04,549.35,648.16,547.34,4.92,22.76,2.6,0.92,-0.0095,0.29,-4.71,-1.42,-15.18,Finance
2020-03-08,AMZN,166.34,1100.67,407.2,612.53,58969079,0.082,8156,0.648,27.58,521.3,775.54,984.96,1.47,83.86,-0.79,1.72,0.048,-0.01,-2.41,-8.93,-19.67,Consumer
2020-03-08,GOOGL,810.54,211.81,141.72,281.87,8982529,0.147,9884,-0.64,37.97,880.16,118.14,384.41,0.29,10.5,-9.28,0.58,-0.026,2.53,0.46,0.23,-19.94,Healthcare
2020-03-08,MSFT,645.08,932.06,240.98,627.32,43185763,0.828,930,-0.227,16.99,1159.59,456.94,694.66,-1.35,36.06,8.44,1.92,0.0278,0.15,-1.77,-4.27,17.45,Healthcare
2020-03-08,NFLX,1474.45,457.52,1295.18,890.95,3028366,0.012,5231,-0.524,35.69,877.36,583.62,636.52,-3.05,69.55,-2.48,1.68,0.025,2.95,2.43,-6.17,4.32,Tech
2020-03-08,NVDA,212.46,301.57,968.99,1424.68,67207637,0.087,5502,0.675,33.76,1144.5,956.93,126.07,1.57,89.74,-1.67,1.03,0.0029,1.19,1.88,3.42,2.97,Consumer
2020-03-08,META,626.89,600.64,417.14,149.69,22628523,-0.057,9163,0.717,40.23,193.5,723.11,960.72,-4.37,33.53,-4.2,1.99,-0.015,0.91,-4.74,-8.32,-4.93,Consumer
2020-03-08,AMD,1455.73,1212.1,855.18,785.72,19728124,-0.462,934,-0.256,21.9,1323.3,931.37,947.33,4.56,60.64,7.83,0.8,-0.0054,2.91,1.01,7.34,11.94,Tech
2020-03-08,INTC,1304.99,618.54,814.99,526.93,43753201,-0.888,5052,-0.385,47.33,828.09,1084.32,1451.3,1.48,37.36,-3.11,1.1,0.0129,-0.09,3.36,8.0,-11.19,Consumer
2020-03-09,AAPL,1234.75,1138.62,1000.38,787.05,83793055,-0.183,1069,0.547,48.45,104.37,111.94,482.11,4.59,20.29,-6.52,1.83,0.003,2.64,-1.84,-3.49,9.52,Healthcare
2020-03-09,TSLA,423.96,231.96,388.12,84.76,63489251,-0.895,692,0.757,44.72,982.66,424.5,657.48,-2.28,32.57,0.01,2.0,0.0262,1.37,-3.61,9.74,-5.49,Tech
2020-03-09,AMZN,297.79,1170.52,1303.38,503.89,33559485,0.101,354,0.248,32.88,800.15,297.81,635.27,4.47,63.59,5.63,0.86,-0.0139,2.02,2.38,-1.97,8.31,Finance
2020-03-09,GOOGL,1019.53,393.55,498.58,1238.81,48956029,-0.385,2761,0.855,26.81,369.54,321.81,1383.63,1.12,71.63,-2.57,1.61,-0.0393,1.33,4.0,9.25,8.26,Consumer
2020-03-09,MSFT,1397.6,1032.22,1056.49,853.22,80963377,0.067,8894,-0.234,12.32,1158.42,779.53,642.54,3.1,37.06,3.04,0.96,0.0006,1.47,1.57,9.74,-7.39,Tech
2020-03-09,NFLX,857.31,870.38,73.38,703.34,33801922,-0.731,9357,-0.696,47.89,1403.67,1122.97,692.01,-3.21,15.25,-3.92,1.65,-0.0241,-0.38,3.46,6.54,17.37,Finance
2020-03-09,NVDA,878.84,1397.26,590.35,464.01,6645916,0.865,1939,-0.641,48.07,517.89,445.53,415.9,0.0,13.96,4.4,0.69,0.0117,-0.39,4.99,-7.5,0.31,Tech
2020-03-09,META,455.97,611.62,559.98,482.16,69583406,0.789,6005,0.34,10.75,766.18,1245.45,51.69,0.69,81.26,3.37,1.0,0.002,0.59,-0.01,1.69,-9.69,Tech
2020-03-09,AMD,1165.76,145.94,838.05,605.5,88402074,-0.62,2531,-0.185,24.28,235.85,1344.06,210.15,-1.07,65.33,3.62,0.61,0.0279,0.39,4.35,4.64,6.95,Finance
2020-03-09,INTC,321.21,77.78,155.47,1261.58,53530820,-0.313,7856,-0.687,45.2,1398.21,558.27,1070.64,-2.47,72.8,2.92,1.24,0.0075,1.85,-1.56,-8.45,10.03,Finance
2020-03-10,AAPL,519.33,1248.94,1195.69,1452.46,70440634,0.227,5453,-0.416,13.23,512.25,1037.97,1039.62,4.05,48.83,-6.87,1.55,-0.0069,1.89,2.46,7.87,18.03,Consumer
2020-03-10,TSLA,666.88,810.87,365.78,686.05,92739575,-0.809,1065,0.061,17.86,332.44,219.72,517.67,-4.15,45.73,7.76,1.07,-0.038,1.26,4.01,7.04,-17.07,Healthcare
2020-03-10,AMZN,786.04,1174.1,1031.7,620.36,80336350,-0.291,1837,-0.757,49.15,743.72,1128.84,735.86,-3.46,21.12,1.72,1.42,-0.038,0.61,0.21,8.68,1.6,Healthcare
2020-03-10,GOOGL,401.49,389.92,1214.66,1277.5,1902562,-0.498,584,-0.993,43.89,112.76,289.28,481.2,-1.79,16.83,-2.35,1.35,0.014,1.71,1.26,0.29,-0.38,Consumer
2020-03-10,MSFT,216.51,550.37,864.72,669.01,64080053,0.831,8041,0.835,46.48,416.61,1046.75,1109.83,4.2,15.39,-6.55,0.94,0.0381,1.75,4.7,-3.51,-7.59,Consumer
2020-03-10,NFLX,935.4,93.65,1124.28,850.43,5407577,0.705,8302,-0.39,15.69,148.1,661.76,1271.62,0.64,99.18,5.67,1.23,-0.0085,2.24,-2.49,0.13,10.71,Finance
2020-03-10,NVDA,468.51,1444.16,1009.7,384.87,22259264,0.16,6351,-0.557,18.45,234.69,1396.26,1353.7,-1.27,82.09,0.18,0.6,0.0031,2.25,-1.44,4.59,-12.23,Finance
2020-03-10,META,892.8,1018.41,565.52,1128.08,51229970,0.041,2127,0.397,34.22,212.63,723.47,302.11,-0.97,62.61,-7.05,1.19,0.0091,-0.72,2.72,-1.68,-6.89,Healthcare
2020-03-10,AMD,273.83,1403.15,1222.84,821.38,62028102,0.861,5313,0.707,30.07,1315.01,94.81,1057.77,3.38,21.44,8.43,1.19,-0.0023,0.5,-1.59,-2.96,10.65,Healthcare
2020-03-10,INTC,747.65,434.97,477.32,1223.1,87245283,0.865,8090,0.265,21.94,1399.13,746.97,1446.36,-4.73,33.77,-7.88,0.54,-0.044,0.68,0.01,-8.46,-0.91,Finance
2020-03-11,AAPL,822.25,936.62,878.26,1182.06,29740939,0.939,6327,-0.491,45.35,738.06,1203.47,993.39,-4.89,35.08,0.48,1.27,0.0089,2.39,-4.5,-1.06,-14.56,Finance
2020-03-11,TSLA,125.14,1033.82,1130.83,361.76,51037971,-0.749,7081,0.723,46.06,964.1,988.27,558.91,-4.54,47.77,2.21,1.61,-0.0363,1.01,0.65,-2.14,15.77,Tech
2020-03-11,AMZN,538.08,510.45,599.49,1087.67,71578262,-0.679,8896,0.021,21.67,1059.06,1451.16,972.12,-0.31,42.2,9.98,1.18,0.0056,0.96,1.27,3.27,9.23,Tech
2020-03-11,GOOGL,244.9,1279.76,489.01,1210.08,78320856,0.353,1068,-0.238,16.23,617.4,1272.75,1048.22,0.81,93.42,-7.18,1.47,0.0275,1.22,-4.17,-1.23,2.51,Finance
2020-03-11,MSFT,141.89,1423.38,716.05,551.86,63011452,0.083,536,0.209,15.96,586.81,813.5,625.72,1.24,72.08,2.27,1.3,-0.0495,-0.49,-2.56,-9.92,4.37,Healthcare
2020-03-11,NFLX,1485.44,1333.04,1236.05,300.28,48602460,-0.963,1909,0.401,29.38,1029.58,349.45,200.79,2.31,8.14,-0.47,1.68,-0.007,1.26,-0.67,-0.31,5.04,Finance
2020-03-11,NVDA,517.41,1121.65,1398.39,53.82,67238558,-0.876,6646,0.188,15.32,596.24,55.47,929.66,-3.1,36.0,-4.86,1.27,0.0246,1.21,2.81,5.47,-0.03,Tech
2020-03-11,META,1224.32,452.32,840.37,703.81,77497681,0.776,8207,0.84,28.93,892.46,1471.73,1213.1,-2.38,13.3,8.84,1.0,0.0029,2.02,-4.78,8.91,9.79,Finance
2020-03-11,AMD,419.23,458.34,1009.13,561.03,93386856,0.738,5605,0.256,28.48,797.03,1410.56,1496.49,-2.56,27.94,5.82,1.74,-0.0265,1.54,-1.69,-6.14,8.61,Tech
2020-03-11,INTC,1038.18,1446.87,1359.75,854.62,64548661,-0.285,5357,0.757,45.36,810.47,447.51,373.43,-3.51,95.89,5.54,0.6,0.0198,2.82,-4.95,-1.55,-19.89,Tech
2020-03-12,AAPL,1152.33,64.91,192.89,322.66,25471171,0.782,5009,0.174,21.85,1252.57,975.41,1065.56,-2.56,70.53,7.98,0.93,0.0283,-0.68,0.21,6.95,-15.58,Finance
2020-03-12,TSLA,913.68,1088.27,386.51,1296.52,95850751,0.187,8584,-0.341,32.43,1070.88,1107.4,90.66,1.14,0.79,4.5,1.39,-0.0137,2.09,-0.01,-9.14,-18.99,Consumer
2020-03-12,AMZN,733.79,1074.06,1077.91,423.75,75776007,0.612,561,0.065,39.74,1442.99,888.12,1456.25,-1.34,32.89,0.13,1.78,-0.0203,2.01,2.55,-3.0,-13.24,Healthcare
2020-03-12,GOOGL,647.17,952.9,1244.43,378.32,62009614,-0.145,3333,-0.827,33.84,1196.92,1272.29,68.22,2.68,43.87,-2.17,0.61,0.0045,0.08,-4.96,1.82,-17.11,Healthcare
2020-03-12,MSFT,555.86,1485.66,1292.69,747.04,76758513,-0.773,5302,-0.54,48.16,261.4,162.85,570.25,0.36,60.25,4.08,0.64,-0.0135,1.79,2.59,-3.15,-12.25,Healthcare
2020-03-12,NFLX,1397.82,502.23,651.91,773.33,56776486,-0.133,3039,0.532,34.09,1120.8,1349.92,160.78,-2.88,49.97,2.06,0.92,0.0336,1.64,3.91,-0.21,1.54,Healthcare
2020-03-12,NVDA,1254.4,542.96,179.54,361.87,41206869,-0.085,188,0.323,46.07,1015.19,618.43,950.4,-0.33,6.98,0.86,1.02,0.0279,0.19,-1.83,8.78,6.79,Tech
2020-03-12,META,1449.29,164.46,684.78,444.2,37856209,0.102,1763,-0.667,19.8,986.76,747.0,542.27,0.93,51.55,1.78,1.77,-0.0188,1.9,-1.66,-9.52,16.74,Finance
2020-03-12,AMD,230.23,692.06,384.57,296.07,5296271,-0.789,3401,-0.124,32.43,747.08,694.86,1112.77,3.66,13.03,3.11,1.94,-0.0043,2.72,-4.99,-8.44,9.57,Consumer
2020-03-12,INTC,1109.76,428.52,472.23,1091.77,68502209,0.983,5237,-0.716,31.73,140.57,820.37,755.25,3.34,51.92,9.37,0.53,0.0389,0.22,-0.71,-6.06,-18.74,Tech
2020-03-13,AAPL,1410.59,547.91,1169.79,1166.63,10759011,-0.512,6129,0.712,49.58,1429.65,917.34,658.13,-0.74,24.61,5.06,0.52,-0.0353,2.92,1.13,-2.3,-1.25,Consumer
2020-03-13,TSLA,312.79,1260.13,159.51,720.38,88339283,-0.603,521,-0.782,18.18,1285.29,1080.0,555.35,1.48,14.42,-6.47,1.8,0.0254,-0.1,-3.77,-0.58,7.03,Tech
2020-03-13,AMZN,146.42,1406.45,1249.99,1085.43,87231951,0.054,3849,0.308,15.64,755.87,811.16,174.89,-2.02,28.79,-0.66,0.7,-0.0183,-0.46,1.57,-9.27,-7.39,Finance
2020-03-13,GOOGL,1124.62,319.31,670.12,1117.11,34713053,0.074,5071,0.214,34.47,279.94,1042.92,347.0,1.33,9.96,3.56,1.01,-0.0381,-0.69,-1.34,7.65,-5.24,Tech
2020-03-13,MSFT,882.99,590.14,914.29,250.5,80179830,-0.12,6945,-0.054,18.95,1245.49,540.53,976.7,4.13,28.4,-6.49,0.91,-0.0383,-0.15,1.73,5.17,12.11,Finance
2020-03-13,NFLX,1270.65,1396.51,180.0,1450.96,30134401,0.544,4533,-0.444,35.57,674.47,1408.19,770.29,1.25,86.69,8.65,0.92,-0.0224,0.37,-2.49,-4.64,-18.12,Finance
2020-03-13,NVDA,252.67,139.62,539.17,1240.5,8023330,0.033,365,-0.192,48.9,615.67,143.57,151.63,-1.96,30.72,-8.46,0.99,0.0048,1.93,2.75,-4.86,1.59,Finance
2020-03-13,META,1203.14,183.92,180.07,346.5,33296376,0.219,2950,0.613,47.86,1014.8,841.03,838.73,1.44,47.02,2.22,1.0,0.0408,-0.71,0.49,-9.49,12.18,Consumer
2020-03-13,AMD,342.36,286.05,1444.24,319.94,83809596,0.447,1478,0.523,19.24,1150.08,176.72,128.51,4.03,51.98,9.52,1.43,-0.0197,1.03,0.33,-2.02,11.9,Consumer
2020-03-13,INTC,287.3,913.06,1220.53,232.21,51046148,-0.95,6603,0.478,16.84,141.12,692.01,792.0,-3.63,17.83,4.56,1.44,-0.0301,1.07,-0.12,-4.91,-15.18,Tech
2020-03-14,AAPL,288.19,268.18,716.47,250.65,47932609,0.141,7257,0.5,32.43,1162.96,423.49,1449.19,-0.18,44.18,3.55,1.28,-0.0021,-0.09,3.42,2.37,13.79,Finance
2020-03-14,TSLA,1231.13,1453.71,374.22,1134.83,70711671,0.768,4516,-0.712,33.47,1114.21,1408.51,495.65,-1.79,85.3,9.95,1.79,-0.0343,-0.82,0.54,0.96,-16.91,Healthcare
2020-03-14,AMZN,1014.54,697.74,1403.51,731.0,85116179,-0.965,949,-0.802,36.49,904.35,68.96,1099.08,-2.59,8.05,5.84,1.77,-0.0228,-0.1,-3.4,9.14,16.96,Healthcare
